Date,EUR/USD Close,EUR/USD High,EUR/USD Low
5/16/2016,1.13195,1.13422,1.13027
5/17/2016,1.1319,1.13482,1.13024
5/18/2016,1.12195,1.13159,1.12196
5/19/2016,1.1202,1.123,1.11803
5/20/2016,1.1214,1.12372,1.11967
5/23/2016,1.12146,1.1243,1.11878
5/24/2016,1.11403,1.12269,1.1133
5/25/2016,1.11604,1.1167,1.11292
5/26/2016,1.11901,1.1217,1.11501
5/27/2016,1.1113,1.12006,1.11119
5/30/2016,1.1134,1.1145,1.10983
5/31/2016,1.11338,1.11732,1.11224
6/1/2016,1.11923,1.1193,1.11143
6/2/2016,1.1147,1.12198,1.11457
6/3/2016,1.13518,1.1354,1.11367
6/6/2016,1.13656,1.13928,1.1327
6/7/2016,1.1359,1.13804,1.13388
6/8/2016,1.13943,1.14105,1.13548
6/9/2016,1.1329,1.14153,1.13057
6/10/2016,1.1261,1.13213,1.12456
6/13/2016,1.1289,1.1303,1.12325
6/14/2016,1.1207,1.12984,1.11892
6/15/2016,1.1265,1.12985,1.11899
6/16/2016,1.123,1.1295,1.11312
6/17/2016,1.12802,1.12963,1.12229
6/20/2016,1.1306,1.13824,1.1286
6/21/2016,1.1249,1.13494,1.12434
6/22/2016,1.1304,1.13375,1.12366
6/23/2016,1.13449,1.1421,1.1317
6/24/2016,1.11219,1.14239,1.09118
6/27/2016,1.10132,1.10836,1.09711
6/28/2016,1.1057,1.11115,1.10106
6/29/2016,1.1107,1.11304,1.10495
6/30/2016,1.1087,1.11543,1.10243
7/1/2016,1.1131,1.11693,1.10723
7/4/2016,1.1142,1.1148,1.1098
7/5/2016,1.1068,1.11864,1.10662
7/6/2016,1.11048,1.11114,1.10293
7/7/2016,1.1054,1.11073,1.10528
7/8/2016,1.10553,1.11192,1.10019
7/11/2016,1.10617,1.10745,1.10159
7/12/2016,1.10639,1.11259,1.10526
7/13/2016,1.1097,1.11197,1.10424
7/14/2016,1.11221,1.11647,1.10887
7/15/2016,1.10698,1.11488,1.10532
7/18/2016,1.10716,1.10842,1.10377
7/19/2016,1.10175,1.10804,1.10002
7/20/2016,1.10173,1.10301,1.09816
7/21/2016,1.10184,1.10593,1.09798
7/22/2016,1.09726,1.10411,1.09558
7/25/2016,1.09903,1.09987,1.09522
7/26/2016,1.09904,1.10295,1.09785
7/27/2016,1.10483,1.10648,1.09619
7/28/2016,1.10726,1.112,1.10527
7/29/2016,1.11836,1.11974,1.10732
8/1/2016,1.11614,1.11833,1.11555
8/2/2016,1.12245,1.12336,1.11625
8/3/2016,1.1147,1.12228,1.11409
8/4/2016,1.11279,1.11563,1.11139
8/5/2016,1.10874,1.11613,1.10458
8/8/2016,1.10826,1.11048,1.10724
8/9/2016,1.11111,1.11224,1.10709
8/10/2016,1.11741,1.119,1.1114
8/11/2016,1.11439,1.11913,1.11362
8/12/2016,1.11594,1.12213,1.11316
8/15/2016,1.1184,1.12035,1.11535
8/16/2016,1.12753,1.13224,1.11778
8/17/2016,1.12814,1.1316,1.12417
8/18/2016,1.13541,1.13573,1.12877
8/19/2016,1.13276,1.13601,1.13044
8/22/2016,1.1323,1.13306,1.12714
8/23/2016,1.1307,1.13551,1.13041
8/24/2016,1.12634,1.13115,1.12455
8/25/2016,1.12822,1.12976,1.12595
8/26/2016,1.11985,1.13406,1.11808
8/29/2016,1.11867,1.1208,1.11584
8/30/2016,1.11403,1.11922,1.11324
8/31/2016,1.11588,1.11653,1.11236
9/1/2016,1.11972,1.1205,1.11277
9/2/2016,1.11602,1.12521,1.11506
9/5/2016,1.11467,1.1183,1.11396
9/6/2016,1.1257,1.12629,1.11411
9/7/2016,1.1244,1.12717,1.1229
9/8/2016,1.1254,1.13273,1.12346
9/9/2016,1.12268,1.1285,1.11984
9/12/2016,1.1234,1.12683,1.12105
9/13/2016,1.12125,1.12603,1.12041
9/14/2016,1.12471,1.1274,1.12138
9/15/2016,1.12426,1.1284,1.12194
9/16/2016,1.11532,1.12501,1.11496
9/19/2016,1.11791,1.11977,1.11508
9/20/2016,1.11565,1.12135,1.11554
9/21/2016,1.11827,1.11966,1.1123
9/22/2016,1.1202,1.12573,1.118
9/23/2016,1.12321,1.12404,1.1194
9/26/2016,1.12572,1.1279,1.12215
9/27/2016,1.12183,1.12589,1.11912
9/28/2016,1.12113,1.12368,1.11821
9/29/2016,1.12172,1.12498,1.11972
9/30/2016,1.12332,1.12506,1.11535
10/3/2016,1.12146,1.12436,1.12054
10/4/2016,1.11976,1.12387,1.11382
10/5/2016,1.12112,1.12332,1.11897
10/6/2016,1.1144,1.12123,1.114
10/7/2016,1.1191,1.1205,1.11047
10/10/2016,1.1133,1.1203,1.11336
10/11/2016,1.1054,1.11421,1.10492
10/12/2016,1.1014,1.10676,1.10047
10/13/2016,1.1049,1.10556,1.09857
10/14/2016,1.0981,1.10577,1.09781
10/17/2016,1.10001,1.1008,1.09643
10/18/2016,1.09804,1.10262,1.09704
10/19/2016,1.09687,1.10046,1.0955
10/20/2016,1.09266,1.10393,1.09161
10/21/2016,1.08724,1.093,1.08597
10/24/2016,1.08743,1.08994,1.08598
10/25/2016,1.08881,1.09048,1.08513
10/26/2016,1.09064,1.09463,1.08748
10/27/2016,1.09015,1.0942,1.08828
10/28/2016,1.0976,1.09917,1.08935
10/31/2016,1.09763,1.09916,1.09359
11/1/2016,1.10579,1.1069,1.09603
11/2/2016,1.1088,1.1123,1.10499
11/3/2016,1.11097,1.11257,1.106
11/4/2016,1.11222,1.1127,1.10803
11/7/2016,1.10461,1.11162,1.10275
11/8/2016,1.10234,1.1067,1.10091
11/9/2016,1.09225,1.12993,1.09203
11/10/2016,1.08913,1.09535,1.08652
11/11/2016,1.08434,1.09232,1.08306
11/14/2016,1.0739,1.08413,1.07094
11/15/2016,1.07187,1.08164,1.07145
11/16/2016,1.0681,1.07594,1.06665
11/17/2016,1.06223,1.07454,1.06205
11/18/2016,1.05934,1.06429,1.05694
11/21/2016,1.06182,1.06491,1.05792
11/22/2016,1.06252,1.06578,1.05839
11/23/2016,1.05546,1.06434,1.05264
11/24/2016,1.05691,1.05853,1.05184
11/25/2016,1.05922,1.06275,1.05388
11/28/2016,1.0596,1.06854,1.05637
11/29/2016,1.06418,1.06495,1.05652
11/30/2016,1.05986,1.06665,1.05529
12/1/2016,1.06482,1.06595,1.05848
12/2/2016,1.06639,1.06902,1.06254
12/5/2016,1.07604,1.0768,1.05063
12/6/2016,1.07151,1.07854,1.06987
12/7/2016,1.0764,1.07683,1.07102
